SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
0.058921,0.042484,0.038193000000000005,0.070009,0.06484899999999999,0.071767
0.00851,0.012524,0.003045,-0.008156,-0.024618,-0.020099999999999996
0.030446,0.029685000000000003,0.026686,0.025737,0.012343999999999999,0.030408
0.039109,0.045073999999999996,0.052375,0.053998,0.048617999999999995,0.054995
0.038858000000000004,0.04047,0.047958999999999995,0.042767,0.039295,0.04337
-0.026806999999999997,-0.0103,-0.016543000000000002,-0.005063,0.00032599999999999996,-0.009918
0.035331,0.045338,0.042784,0.06286699999999999,0.080471,0.09508
0.022682,0.022130999999999998,0.036761,0.027694999999999997,0.018086,0.021345
-0.005259000000000001,0.007525,0.011772,-0.005178,-0.007685,0.005821
-0.05993299999999999,-0.053723,-0.052918,-0.02392,-0.020967,-0.028683999999999998
0.003416,0.010594,0.0051849999999999995,0.028188,0.024888,0.009301
-0.0033710000000000003,0.001094,0.000742,0.016452,0.03274,0.010899
-0.077719,-0.081288,-0.096623,-0.069354,-0.06833,-0.073779
0.028937,0.025705,0.030871,0.016453,0.015387999999999999,0.013839999999999998
0.029784,0.040753000000000004,0.046307,0.006825,0.020494,0.031080999999999998
-0.033345,-0.031609,-0.029383,-0.04807,-0.028953000000000003,-0.016523
0.063358,0.071802,0.078293,0.08559,0.08791299999999999,0.10213699999999999
0.016003,0.007803,-0.002234,0.002551,-0.014726,8.9e-05
-0.043182,-0.032715,-0.042020999999999996,-0.011788,0.001078,-0.016478
-0.136141,-0.11659800000000001,-0.14416299999999999,-0.095025,-0.08566900000000001,-0.09407
-0.09351599999999999,-0.078651,-0.10253899999999999,-0.068613,-0.036886,-0.058447
-0.079377,-0.045774999999999996,-0.051212,-0.028609,-0.00773,0.0027069999999999998
0.057674,0.075132,0.08475099999999999,0.08512600000000001,0.06187,0.071143
0.014863,0.039927000000000004,0.054626,0.023544,0.023538,0.038371
0.081517,0.085323,0.096383,0.047001999999999995,0.039147,0.057703
0.124667,0.09593299999999999,0.112829,0.07367499999999999,0.062404,0.08154299999999999
0.075768,0.061986,0.063259,0.034393,0.016141000000000003,0.036216
-0.001172,0.009836000000000001,0.010795999999999998,0.004208,-0.000954,0.0046429999999999996
0.03241,0.041816000000000006,0.049768,0.028163999999999998,0.033662,0.050876000000000005
-0.055896,-0.041938,-0.033004,-0.056403999999999996,-0.044515,-0.043482
0.032921,0.034803,0.04729,0.038472,0.039213,0.056186999999999994
0.046398999999999996,0.030343,0.041489000000000005,0.017183999999999998,0.012007,0.038896
0.012910999999999999,0.0032819999999999998,-0.0028539999999999998,-0.000565,-0.005574,-0.021185999999999997
0.043681,0.021389000000000002,0.020243999999999998,0.025844999999999996,0.012055,0.015299
-0.060869,-0.037155,-0.042694,-0.033731,-0.045448,-0.029671
0.075201,0.080972,0.10071899999999999,0.083581,0.103128,0.12914799999999999
0.097921,0.070705,0.081967,-0.004887,-0.014877,-0.015375000000000002
0.024253999999999998,0.021006,0.042568999999999996,0.022263,0.01732,0.005459
-0.039873,-0.019754,-0.038289,-0.020249000000000003,-0.019728000000000002,-0.022084000000000003
-0.057167,-0.019216999999999998,-0.027928,0.01121,0.0361,0.015795999999999998
0.015866,0.00768,-0.008815,0.002002,0.005174,0.0077610000000000005
-0.047726,-0.035937000000000004,-0.043658,-0.023156,0.000301,-0.028222999999999998
